,orig.ident,nCount_RNA,nFeature_RNA,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,n_genes,leiden,Celltype
BC06TUMOR1_56850,46,2867.278069138527,1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1962,4,M1
BC06TUMOR1_56852,46,1368.7654542922974,514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,514,11,M2
BC06TUMOR1_56876,46,2581.9904440641403,1935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1935,11,M2
BC06TUMOR1_56880,46,3193.831186056137,2871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2871,11,Monocyte
BC06TUMOR1_56886,46,2344.728921890259,1385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1385,11,Monocyte
BC06TUMOR1_56889,46,1857.0533275604248,829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,829,11,Monocyte
BC06TUMOR1_56899,46,2383.7867130041122,1443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1443,11,Monocyte
BC06TUMOR1_56908,46,2111.4655995368958,1139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1139,11,M2
BC06TUMOR1_56931,46,2425.456653237343,1336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1336,4,Monocyte
BC06TUMOR1_56940,46,2174.1206085681915,1229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1229,2,M2
BC06TUMOR1_56947,46,2282.107280611992,1283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1283,11,M2
BC06TUMOR1_56965,46,2745.7235845923424,2054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2054,11,Monocyte
BC06TUMOR1_57036,46,2594.068233728409,1905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1905,11,Monocyte
BC06TUMOR1_57060,46,2869.2514605522156,2113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2113,11,Monocyte
BC06TUMOR1_57069,46,2722.294366955757,1851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1851,11,Monocyte
BC06TUMOR1_57108,46,2361.587312221527,1269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1269,11,Monocyte
BC06TUMOR1_57114,46,2759.6269696950912,2200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2200,11,Monocyte
BC06TUMOR1_57138,46,2006.0155611038208,979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,979,11,Monocyte
BC06TUMOR1_57159,46,2801.466167151928,2381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2381,11,Monocyte
BC06TUMOR1_57162,46,2572.817081451416,1586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1586,11,Monocyte
BC06TUMOR1_57166,46,2183.043880581856,1176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1176,11,M2
BC06TUMOR1_57171,46,2135.9842200279236,1102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1102,11,Monocyte
BC06TUMOR1_57183,46,2542.1870725154877,1612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1612,11,Monocyte
BC06TUMOR1_57223,46,2247.03484082222,1253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1253,11,M2
BC06TUMOR1_57231,46,2053.4178372621536,953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,953,4,M1
BC06TUMOR1_57239,46,2402.784292459488,1326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1326,11,M2
BC06TUMOR1_57263,46,2786.397577881813,2201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2201,11,Monocyte
BC06TUMOR1_57271,46,2569.7096200585365,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,11,Monocyte
BC06TUMOR1_57295,46,2943.754340648651,2558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2558,11,Monocyte
BC06TUMOR1_57311,46,2408.129715681076,1431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431,11,Monocyte
BC06TUMOR1_57323,46,2290.8604567050934,1222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1222,2,M2
BC04TUMOR1_5433,36,2145.684615135193,1014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1014,8,Myofibroblasts
BC04TUMOR1_5443,36,1635.8771033287048,668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,668,20,Myofibroblasts
BC04TUMOR1_5536,36,1645.9273924827576,651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,651,20,Myofibroblasts
BC04TUMOR1_5935,36,1413.6642594337463,560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,560,8,Myofibroblasts
BC04TUMOR1_5970,36,2073.887051343918,932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,932,9,Myofibroblasts
BC04TUMOR1_6204,36,1978.0961236953735,836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,836,20,Myofibroblasts
BC04TUMOR1_6295,36,1637.6696345806122,643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,643,8,Myofibroblasts
BC04TUMOR1_6389,36,1578.6357786655426,609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,609,20,Myofibroblasts
BC04TUMOR1_6422,36,1511.483921289444,576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,576,20,Myofibroblasts
BC04TUMOR1_6600,36,1544.7503454685211,602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,602,20,Myofibroblasts
BC04TUMOR1_6622,36,1813.638787984848,739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,739,8,Myofibroblasts
BC04TUMOR1_6715,36,1841.5704221725464,756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,756,20,Myofibroblasts
BC04TUMOR1_6804,36,2064.392047405243,898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,898,20,Myofibroblasts
BC04TUMOR1_6826,36,2737.0635590553284,1565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1565,8,Myofibroblasts
BC04TUMOR1_6881,36,1742.6102721691132,687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,687,20,Myofibroblasts
BC04TUMOR1_6890,36,1854.7537376880646,765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,765,20,Myofibroblasts
BC04TUMOR1_7041,36,1912.216187953949,837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,837,8,Myofibroblasts
BC04TUMOR1_7044,36,1679.3656966686249,649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,649,8,Myofibroblasts
BC04TUMOR6_10995,41,2417.972512483597,1281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1281,20,Myofibroblasts
BC04TUMOR6_11001,41,1720.1042246818542,678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,678,8,Myofibroblasts
BC04TUMOR6_11258,41,1854.3947851657867,779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,779,20,Myofibroblasts
BC04TUMOR6_11270,41,2012.2277035713196,938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,938,20,Myofibroblasts
BC04TUMOR6_11561,41,1970.005225777626,902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,902,8,Myofibroblasts
BC04TUMOR6_11580,41,1530.3569784164429,587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,587,20,Myofibroblasts
BC04TUMOR6_11646,41,2094.821750164032,991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,991,8,Myofibroblasts
BC04TUMOR6_11772,41,2209.9641114473343,1065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1065,17,Myofibroblasts
BC04TUMOR6_11835,41,2440.612497806549,1287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1287,8,Myofibroblasts
BC04TUMOR6_12609,41,1932.4360160827637,829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,829,20,Myofibroblasts
BC04TUMOR6_12813,41,1779.4809925556183,682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,682,20,Myofibroblasts
BC04TUMOR6_13007,41,2039.067991733551,895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,895,12,Myofibroblasts
BC04TUMOR6_13011,41,1757.007774591446,754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,754,8,Myofibroblasts
BC04TUMOR2_20805,37,1805.1269083023071,724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,724,20,Myofibroblasts
BC04TUMOR2_21162,37,1627.324119567871,632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,632,20,Myofibroblasts
BC04TUMOR2_21459,37,1658.4361493587494,662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,662,9,Myofibroblasts
BC04TUMOR2_21804,37,1847.5808596611023,778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,778,8,Myofibroblasts
BC04TUMOR2_22046,37,2131.182740688324,1008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1008,9,Myofibroblasts
BC04TUMOR2_22100,37,2464.095791578293,1301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1301,17,Myofibroblasts
BC04TUMOR2_22209,37,1898.1482644081116,848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,848,20,Myofibroblasts
BC04TUMOR2_22268,37,1831.1962099075317,769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,769,20,Myofibroblasts
BC04TUMOR2_22284,37,2378.550238132477,1321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1321,20,Myofibroblasts
BC04TUMOR2_22514,37,1615.122187614441,634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,634,8,Myofibroblasts
BC04TUMOR2_22622,37,2093.0438796281815,973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,973,20,Myofibroblasts
BC04TUMOR2_22688,37,1626.2593491077423,639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,639,20,Myofibroblasts
BC04TUMOR2_22754,37,1733.28053689003,718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,718,20,Myofibroblasts
BC04TUMOR2_22775,37,1672.5300319194794,673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,673,8,Myofibroblasts
BC04TUMOR2_22816,37,2243.3172365427017,1104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1104,20,Myofibroblasts
BC04TUMOR2_22885,37,2141.823243498802,1007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1007,8,Myofibroblasts
BC04TUMOR2_22919,37,2579.593182206154,1580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1580,8,Myofibroblasts
BC04TUMOR2_22962,37,1896.0570757389069,813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,813,9,Myofibroblasts
BC04TUMOR4_23892,39,1942.5821962356567,852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,852,8,Myofibroblasts
BC04TUMOR4_23973,39,2307.0403678417206,1149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1149,8,Myofibroblasts
BC04TUMOR4_24031,39,1596.3095054626465,627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,627,20,Myofibroblasts
BC04TUMOR4_24034,39,1888.3533825874329,786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,786,20,Myofibroblasts
BC04TUMOR4_24215,39,1905.5689692497253,827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,827,20,Myofibroblasts
BC04TUMOR4_24532,39,2229.7926993370056,1049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1049,8,Myofibroblasts
BC04TUMOR4_24538,39,1869.285300731659,794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,794,8,Myofibroblasts
BC04TUMOR4_24646,39,2201.7732770442963,1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1041,8,Myofibroblasts
BC04TUMOR4_24810,39,2299.4870077371597,1133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1133,8,Myofibroblasts
BC04TUMOR4_25351,39,1739.5521614551544,723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,723,20,Myofibroblasts
BC04TUMOR4_25406,39,2041.0932207107544,912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,912,20,Myofibroblasts
BC04TUMOR4_25436,39,1750.8443789482117,682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,682,8,Myofibroblasts
BC04TUMOR4_25476,39,1682.781856060028,647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,647,20,Myofibroblasts
BC04TUMOR4_25556,39,2051.12858915329,881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,881,20,Myofibroblasts
BC04TUMOR4_25594,39,1812.4517333507538,737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,737,20,Myofibroblasts
BC04TUMOR4_25835,39,2101.8167197704315,943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,943,20,Myofibroblasts
BC04TUMOR4_25935,39,1974.8746118545532,904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,904,20,Myofibroblasts
BC04TUMOR4_25977,39,1893.8859448432922,834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,834,20,Myofibroblasts
BC04TUMOR4_26137,39,1839.0704679489136,768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,768,8,Myofibroblasts
BC04TUMOR4_26230,39,1713.959043264389,685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,685,12,Myofibroblasts
BC04TUMOR4_26387,39,1946.4224429130554,881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,881,20,Myofibroblasts
BC04TUMOR4_26390,39,2500.731729030609,1307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1307,8,Myofibroblasts
BC04TUMOR4_26448,39,1587.4720413684845,604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,604,20,Myofibroblasts
BC04TUMOR3_26635,38,2517.080139040947,1314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1314,8,Myofibroblasts
BC04TUMOR3_26784,38,1615.5807266235352,642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,642,8,Myofibroblasts
BC04TUMOR3_26817,38,1858.1577665805817,772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,772,20,Myofibroblasts
BC04TUMOR3_26833,38,2424.0223470926285,1242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1242,20,Myofibroblasts
BC04TUMOR3_27469,38,1711.770785331726,656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,656,8,Myofibroblasts
BC04TUMOR3_27662,38,1900.5286781787872,817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,817,20,Myofibroblasts
BC04TUMOR3_27785,38,1723.240451335907,681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,681,20,Myofibroblasts
BC04TUMOR3_27799,38,2339.2375812530518,1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1100,8,Myofibroblasts
BC04TUMOR3_27804,38,2329.501447916031,1169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1169,8,Myofibroblasts
BC04TUMOR3_27958,38,1717.191243648529,681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,681,20,Myofibroblasts
BC04TUMOR3_28807,38,2240.513806939125,1013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1013,20,Myofibroblasts
BC04TUMOR5_60373,40,2029.2535300254822,885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,885,8,Myofibroblasts
BC04TUMOR5_60704,40,1714.9678206443787,662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,662,20,Myofibroblasts
BC04TUMOR5_60743,40,1628.673350572586,635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,635,20,Myofibroblasts
BC04TUMOR5_61333,40,2064.2927849292755,912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,912,8,Myofibroblasts
BC04TUMOR5_61358,40,1785.2384078502655,712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,712,20,Myofibroblasts
BC04TUMOR5_61627,40,1631.6406679153442,644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,644,20,Myofibroblasts
BC04TUMOR5_61679,40,1861.2763812541962,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,761,20,Myofibroblasts
BC04TUMOR5_61701,40,1698.75124335289,657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,657,20,Myofibroblasts
BC04TUMOR5_61747,40,1725.0457508563995,706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,706,8,Myofibroblasts
BC04TUMOR5_61857,40,1759.713793516159,738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,738,8,Myofibroblasts
BC04TUMOR5_62469,40,1708.4598083496094,667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,667,8,Myofibroblasts
BC04TUMOR5_62524,40,2275.331645488739,1099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1099,20,Myofibroblasts
BC04TUMOR5_62689,40,1701.4967987537384,670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,670,8,Myofibroblasts
BC02NORMAL2_7702,17,1448.722615480423,537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,537,20,Myofibroblasts
BC02TUMOR3_53031,21,1970.9461843967438,827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,827,20,Myofibroblasts
BC02TUMOR3_53805,21,2055.3420827388763,936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,936,20,Myofibroblasts
BC02TUMOR3_54221,21,1625.16761136055,657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,657,20,Myofibroblasts
BC02TUMOR3_54448,21,1820.6005642414093,755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,755,20,Myofibroblasts
BC02TUMOR2_81066,20,2097.1994886398315,974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,974,20,Myofibroblasts
BC02NORMAL1_87549,16,1586.3944299221039,694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,694,20,Myofibroblasts
BC03NORMAL2_8055,24,1660.7112745046616,786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,786,1,Myofibroblasts
BC03NORMAL2_8057,24,2276.755798101425,1238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1238,1,Myofibroblasts
BC03NORMAL2_8059,24,2064.617532491684,989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,989,1,Myofibroblasts
BC03NORMAL2_8067,24,2176.5187106132507,1049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1049,1,Myofibroblasts
BC03NORMAL2_8104,24,2021.5840672254562,943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,943,1,Myofibroblasts
BC03NORMAL2_8107,24,2810.226716399193,1756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1756,1,Myofibroblasts
BC03NORMAL2_8145,24,2604.96280503273,1536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1536,1,Myofibroblasts
BC03NORMAL2_8187,24,2252.241419315338,1152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1152,1,Myofibroblasts
BC03NORMAL2_8202,24,2917.4490349292755,1805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1805,1,Myofibroblasts
BC03NORMAL2_8216,24,1879.474850177765,841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,841,1,Myofibroblasts
BC03NORMAL2_8222,24,2252.1378655433655,1109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1109,1,Myofibroblasts
BC03NORMAL2_8246,24,1911.0690248012543,861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,861,1,Myofibroblasts
BC03NORMAL2_8280,24,1914.268485546112,849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,849,1,Myofibroblasts
BC03NORMAL2_8282,24,2210.412692427635,1143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1143,1,Myofibroblasts
BC03NORMAL2_8289,24,1973.7188642024994,924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,924,1,Myofibroblasts
BC03NORMAL2_8313,24,2081.1585700511932,915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,915,20,Myofibroblasts
BC03NORMAL2_8323,24,2098.1400940418243,1063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1063,1,Myofibroblasts
BC03NORMAL2_8324,24,1813.811331987381,771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,771,1,Myofibroblasts
BC03NORMAL2_8345,24,1693.6399528980255,668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,668,1,Myofibroblasts
BC03NORMAL2_8433,24,2878.6155565977097,1755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1755,1,Myofibroblasts
BC03NORMAL2_8466,24,1964.3259284496307,905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,905,1,Myofibroblasts
BC03NORMAL2_8485,24,2085.5701805353165,966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,966,1,Myofibroblasts
BC03NORMAL2_8520,24,2079.3347585201263,952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,952,1,Myofibroblasts
BC03NORMAL2_8526,24,1902.9200999736786,803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,803,1,Myofibroblasts
BC03NORMAL2_8529,24,2097.743281841278,968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,968,1,Myofibroblasts
BC03NORMAL2_8550,24,1756.8098390102386,717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,717,20,Myofibroblasts
BC03NORMAL2_8555,24,1894.2302868366241,829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,829,1,Myofibroblasts
BC03NORMAL2_8556,24,2373.303228855133,1176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1176,1,Myofibroblasts
BC03NORMAL2_8585,24,2635.2646989822388,1375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1375,1,Myofibroblasts
BC03NORMAL2_8616,24,1783.1579525470734,726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,726,1,Myofibroblasts
BC03NORMAL2_8632,24,2839.1268647909164,1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,1,Myofibroblasts
BC03NORMAL2_8675,24,2590.6979192495346,1454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1454,1,Myofibroblasts
BC03NORMAL2_8742,24,1755.1200640201569,732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,732,1,Myofibroblasts
BC03NORMAL2_8745,24,2001.0722683668137,909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,909,1,Myofibroblasts
BC03NORMAL2_8757,24,1991.1500883102417,971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,971,1,Myofibroblasts
BC03NORMAL2_8766,24,2388.7538497447968,1269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1269,1,Myofibroblasts
BC03NORMAL2_8806,24,2184.8601917028427,1055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1055,1,Myofibroblasts
BC03NORMAL2_8851,24,2108.4076046943665,946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,946,20,Myofibroblasts
BC03NORMAL2_8860,24,1918.6744129657745,767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,767,20,Myofibroblasts
BC03NORMAL2_8875,24,1991.5927078723907,824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,824,1,Myofibroblasts
BC03NORMAL2_8883,24,2649.816144824028,1624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1624,1,Myofibroblasts
BC03NORMAL2_8888,24,2280.480790615082,1133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1133,20,Myofibroblasts
BC03NORMAL2_8891,24,2257.641324520111,1122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1122,1,Myofibroblasts
BC03NORMAL2_8937,24,2614.4745717048645,1577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1577,1,Myofibroblasts
BC03NORMAL2_8998,24,2034.8524734973907,980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,980,1,Myofibroblasts
